SMILES,CANON_SMILES,MolecularFormula,MolecularWeight,Exp_logp
C=C(Cl)Br,C=C(Cl)Br,C2H2BrCl,141.395,2.4
C(CSSS)O,OCCSSS,C2H6OS3,142.27,0.7
[3H]SI(C)F,[3H]SI(C)F,CH4FIS,196.0200493,2.4
C(CF)NCF,FCCNCF,C3H7F2N,95.092,0.6
CCCCOOCC,CCCCOOCC,C6H14O2,118.176,1.7
CCCCCC[CH+]CC,CC[CH+]CCCCCC,C9H19+,127.251,4.5
C([C@H](Cl)Br)Br,Cl[C@H](Br)CBr,C2H3Br2Cl,222.307,2.5
CCOC(C)O[O],CCOC(C)O[O],C4H9O3,105.113,0.3
CCC(C)CCP,CCC(C)CCP,C6H15P,118.16,2.1
[C-](=S)PF,FP[C-]=S,CHFPS-,95.058,0.9
C(C(CCl)N)F,NC(CF)CCl,C3H7ClFN,111.547,0.3
C1=NC=PP1,c1nc[pH]p1,C2H3NP2,103.001,-1.2
[3H][C-](OC)SC,[3H][C-](OC)SC,C3H7OS-,93.16304928,0.8
CSOCCl,CSOCCl,C2H5ClOS,112.581,1.2
CCCC[S-],CCCC[S-],C4H9S-,89.183,2.3
C[CH-]C(C)C(C)C,C[CH-]C(C)C(C)C,C7H15-,99.197,3.4
CP(SC)SC,CSP(C)SC,C3H9PS2,140.213,0.8
CC/C=C/CO,CC/C=C/CO,C5H10O,86.134,0.9
CC(C)[I-]F,CC(C)[I-]F,C3H7FI-,188.991,2.9
CCC[C@H](C)CC,CCC[C@H](C)CC,C7H16,100.205,3.7
CCC(CCS)Cl,CCC(Cl)CCS,C5H11ClS,138.663,2.4
CCN(O)OC,CCN(O)OC,C3H9NO2,91.11,0.2
C[N+](C)(C)O[11CH3],C[N+](C)(C)O[11CH3],C4H12NO+,89.1464336,0.3
C[C@H](CON)N,C[C@@H](N)CON,C3H10N2O,90.126,-1.2
C1CCN[14CH2]C1,C1CCN[14CH2]C1,C5H11N,87.14224199,0.8
C(=O)SS,O=CSS,CH2OS2,94.16,0.7
C(=NI)NI,IN=CNI,CH2I2N2,295.849,1.1
C=CCCC=C,C=CCCC=C,C6H10,82.146,2.9
C(PP)Br,PPCBr,CH5BrP2,158.903,0.6
CCN(C)SC,CCN(C)SC,C4H11NS,105.206,1.1
C(CO)CP=O,O=PCCCO,C3H7O2P,106.061,-1.1
CCNC[C@@H](C)N,CCNC[C@@H](C)N,C5H14N2,102.181,-0.3
C(CI)I,ICCI,C2H4I2,281.862,2.7
CPSCN,CPSCN,C2H8NPS,109.134,-0.5
[C@@H]([C@H](Cl)Br)(Cl)Br,Cl[C@H](Br)[C@H](Cl)Br,C2H2Br2Cl2,256.752,3.3
[2H]C([2H])([2H])C([2H])([2H])[N+](=O)[O-],[2H]C([2H])([2H])C([2H])([2H])[N+](=O)[O-],C2H5NO2,80.09750889,0.2
C(CN(O)[O-])N,NCCN([O-])O,C2H7N2O2-,91.09,-1.7
C(C(N)N)(N)N,NC(N)C(N)N,C2H10N4,90.13,-3.2
C(CN)C(N)O,NCCC(N)O,C3H10N2O,90.126,-1.8
[2H]S(=P)C,[2H]S(C)=P,CH5PS,81.09810178,1
CCC[C@H](C)I,CCC[C@H](C)I,C5H11I,198.047,3.4
CSSCCSSC,CSSCCSSC,C4H10S4,186.392,1.6
C(CI)NNN,NNNCCI,C2H8IN3,201.011,-0.1
CP(C)NP(C)C,CP(C)NP(C)C,C4H13NP2,137.103,-0.4
CCCC(C)Br,CCCC(C)Br,C5H11Br,151.047,2.7
C1CO[CH]OC1,[CH]1OCCCO1,C4H7O2,87.098,-0.2
CNI(C)C,CNI(C)C,C3H10IN,187.024,1.1
CC(F)(F)Cl,CC(F)(F)Cl,C2H3ClF2,100.495,2
C(CO)N(N)N,NN(N)CCO,C2H9N3O,91.114,-1.9
COCC(O)OC,COCC(O)OC,C4H10O3,106.121,-0.6
CCOC(C)OO,CCOC(C)OO,C4H10O3,106.121,0.3
C(/C=C/N)Br,N/C=C/CBr,C3H6BrN,135.992,0.6
CCPC=CC,CC=CPCC,C5H11P,102.117,1
CC(=[18O])Cl,CC(=[18O])Cl,C2H3ClO,80.498161,0.8
[2H][C]([2H])[Cl+]Cl,[2H][C]([2H])[Cl+]Cl,CH2Cl2+,86.94520356,1.6
C(CO)[C@@H](O)Cl,OCC[C@@H](O)Cl,C3H7ClO2,110.54,0
C[C@@H](CNC)OC,CNC[C@H](C)OC,C5H13NO,103.165,0.1
C(COCN)CS,NCOCCCS,C4H11NOS,121.205,-0.1
C(=N/O)\I,O/N=C/I,CH2INO,170.937,0.9
CCOCOCC,CCOCOCC,C5H12O2,104.149,0.8
C(CF)C(F)I,FCCC(F)I,C3H5F2I,205.973,2.1
C(C(CO)CP)O,OCC(CO)CP,C4H11O2P,122.104,-1.2
CCOCCCP,CCOCCCP,C5H13OP,120.132,0.5
C(NCl)ONN,NNOCNCl,CH6ClN3O,111.532,-0.9
CNSNC,CNSNC,C2H8N2S,92.167,0
CC/C=C/C[19F],CC/C=C/C[19F],C5H9F,88.12540322,1.9
C(C(CN)CS)N,NCC(CN)CS,C4H12N2S,120.221,-1.1
CC(CC[CH2])Br,[CH2]CCC(C)Br,C5H10Br,150.039,2.7
C=CCNCCl,C=CCNCCl,C4H8ClN,105.568,1.1
CCCCC(C)[CH2],[CH2]C(C)CCCC,C7H15,99.197,3.7
CC(C=O)S,CC(S)C=O,C3H6OS,90.147,0.4
C1CC1CC[NH],[NH]CCC1CC1,C5H10N,84.142,0.8
C[S+](C)CS,C[S+](C)CS,C3H9S2+,109.239,1.3
C(COCCF)N,NCCOCCF,C4H10FNO,107.128,-0.5
C(O)(Cl)([Cl+])[Cl+],OC(Cl)([Cl+])[Cl+],CHCl3O+2,135.377,1.5
CCCCOS,CCCCOS,C4H10OS,106.19,1.8
CCC(C)CN,CCC(C)CN,C5H13N,87.166,1
CCN(C)CCF,CCN(C)CCF,C5H12FN,105.156,1
CCCC(C)[CH],[CH]C(C)CCC,C6H12,84.162,3.2
CCC(OCC)P,CCOC(P)CC,C5H13OP,120.132,1.2
CCCCOCBr,CCCCOCBr,C5H11BrO,167.046,2.5
CCCOP(O)O,CCCOP(O)O,C3H9O3P,124.076,-0.1
CCCC(C)OS,CCCC(C)OS,C5H12OS,120.217,2.2
C(C[NH2+]CCO)[NH3+],[NH3+]CC[NH2+]CCO,C4H14N2O+2,106.169,-1.7
C[C@@H](CN)S,C[C@H](S)CN,C3H9NS,91.179,0
CC(CCCO)N,CC(N)CCCO,C5H13NO,103.165,-0.3
C(CN)C(O)Cl,NCCC(O)Cl,C3H8ClNO,109.556,-0.3
CN(C)CCNO,CN(C)CCNO,C4H12N2O,104.153,-0.7
C(C(I)I)O,OCC(I)I,C2H4I2O,297.861,1.3
C[C@@H](CCOC)O,COCC[C@H](C)O,C5H12O2,104.149,0.2
CCP(O)Cl,CCP(O)Cl,C2H6ClOP,112.496,0.6
C(C(O)O)(N)O,NC(O)C(O)O,C2H7NO3,93.082,-2.4
[2H]C([2H])([2H])C([2H])(C)NC([2H])(C([2H])([2H])[2H])C([2H])([2H])[2H],[2H]C([2H])([2H])C([2H])(C)NC([2H])(C([2H])([2H])[2H])C([2H])([2H])[2H],C6H15N,112.2601196,1.4
[2H][13C](C)([13C]([2H])(C)O)N,[2H][13C](C)(N)[13C]([2H])(C)O,C4H11NO,93.13491324,-0.5
CN(CO)OC,CON(C)CO,C3H9NO2,91.11,-0.3
[CH]([ClH+])Cl,Cl[CH][ClH+],CH2Cl2+,84.933,1.5
[2H]C1(CNC(CN1)([2H])[2H])[2H],[2H]C1([2H])CNC([2H])([2H])CN1,C4H10N2,90.16240711,-1.5
CC1COOC1,CC1COOC1,C4H8O2,88.106,0.7
CCCCC[C-](C)C,CCCCC[C-](C)C,C8H17-,113.224,4.3
C(N)(S)Br,NC(S)Br,CH4BrNS,142.021,0.6
CCOCC(Cl)Cl,CCOCC(Cl)Cl,C4H8Cl2O,143.013,1.8
CC(C)(C)PCl,CC(C)(C)PCl,C4H10ClP,124.551,1.7
CP(CN)S,CP(S)CN,C2H8NPS,109.134,-0.4
C1=CC#[P+]C=C1,c1cccc[p+]#1,C5H4P+,95.061,0.5
C=[C]CCCO,C=[C]CCCO,C5H9O,85.126,1
C[C@@H](CF)CBr,C[C@@H](CF)CBr,C4H8BrF,155.01,2.1
C(CI)CI,ICCCI,C3H6I2,295.889,3
CCCCCOBr,CCCCCOBr,C5H11BrO,167.046,2.8
COP(N)N,COP(N)N,CH7N2OP,94.054,-1.5
CC1OOOO1,CC1OOOO1,C2H4O4,92.05,0.5
C(C(O)F)Br,OC(F)CBr,C2H4BrFO,142.955,0.8
CCCC=CS,CCCC=CS,C5H10S,102.202,2.2
[2H]N=I([2H])(C)I,[2H]N=I([2H])(C)I,CH5I2N,286.8782036,2.9
CCN(CC)SC,CCN(CC)SC,C5H13NS,119.233,1.4
CSPC=C,C=CPSC,C3H7PS,106.13,0.8
CCCCOCI,CCCCOCI,C5H11IO,214.046,2.4
C[S+](C)CC=C,C=CC[S+](C)C,C5H11S+,103.21,1.5
C(C=CCI)I,ICC=CCI,C4H6I2,307.9,3
CCC(CC)SBr,CCC(CC)SBr,C5H11BrS,183.114,3.3
CCSSS,CCSSS,C2H6S3,126.271,1.8
C1O[I-]1,C1O[I-]1,CH2IO-,156.93,0.8
C(CS)OC=O,O=COCCS,C3H6O2S,106.146,0.4
C(PP)Cl,PPCCl,CH5ClP2,114.452,0.5
[2H]C([2H])([2H])CCCCCCC,[2H]C([2H])([2H])CCCCCCC,C8H18,117.2503053,3.9
[2H]C([2H])(C([2H])([2H])C([2H])([2H])N)C([2H])([2H])N,[2H]C([2H])(N)C([2H])([2H])C([2H])([2H])C([2H])([2H])N,C4H12N2,96.20281422,-0.9
C[P+](C)(N)N,C[P+](C)(N)N,C2H10N2P+,93.09,-1.5
[2H]C(C)(C)P=S,[2H]C(C)(C)P=S,C3H7PS,107.1361018,1.7
C(OBr)Br,BrCOBr,CH2Br2O,189.834,1.9
C(CO)[C@@H](N)O,N[C@@H](O)CCO,C3H9NO2,91.11,-1.6
CCCCCCC[CH2-],[CH2-]CCCCCCC,C8H17-,113.224,3.9
CCCCNCCl,CCCCNCCl,C5H12ClN,121.611,1.7
CCC(CCl)NC,CCC(CCl)NC,C5H12ClN,121.611,1.3
CCC(CC)S,CCC(S)CC,C5H12S,104.218,2.4
CC(C)N(S)S,CC(C)N(S)S,C3H9NS2,123.246,2
[2H][C@](C)(COC)N,[2H][C@@](C)(N)COC,C4H11NO,90.14410178,-0.4
[2H]C([2H])(C)C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])O,[2H]C([2H])(C)C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])O,C6H14O,112.2380178,2
CCSCCCCl,CCSCCCCl,C5H11ClS,138.663,2.2
C1C[C+](C1)C[O-],[O-]C[C+]1CCC1,C5H8O,84.118,1.9
C(/C=C/I)S,SC/C=C/I,C3H5IS,200.044,1.7
C[C@@H](C(Cl)Cl)Br,C[C@H](Br)C(Cl)Cl,C3H5BrCl2,191.883,2.8
CSCCCS,CSCCCS,C4H10S2,122.258,1.5
[2H]C([2H])(CO)Br,[2H]C([2H])(Br)CO,C2H5BrO,126.9772036,0.2
CC(C)CCCBr,CC(C)CCCBr,C6H13Br,165.074,3
CC(C)(C)OS,CC(C)(C)OS,C4H10OS,106.19,1.5
CC(Cl)Br,CC(Cl)Br,C2H4BrCl,143.411,2.1
C1NCNSN1,C1NCNSN1,C2H7N3S,105.166,-0.5
C(CCNI)CN,NCCCCNI,C4H11IN2,214.05,-0.1
CC(CCCl)Cl,CC(Cl)CCCl,C4H8Cl2,127.014,2.2
C1N(O1)Br,BrN1CO1,CH2BrNO,123.937,0.7
C[C@H](CCBr)F,C[C@@H](F)CCBr,C4H8BrF,155.01,2.1
CC[C@H](CBr)OC,CC[C@H](CBr)OC,C5H11BrO,167.046,1.8
CCNCN(C)C,CCNCN(C)C,C5H14N2,102.181,0.3
CCC[C@@H](CO)Cl,CCC[C@H](Cl)CO,C5H11ClO,122.595,1.5
[CH+]1C(O1)CCl,ClCC1[CH+]O1,C3H4ClO+,91.517,0.5
C(CCBr)COP,POCCCCBr,C4H10BrOP,185.001,1.4
COCCC(F)F,COCCC(F)F,C4H8F2O,110.103,1.3
CCCC(C)[13CH3],CCCC(C)[13CH3],C6H14,87.17035484,3.2
C(C[NH3+])C[NH2+]CC[NH3+],[NH3+]CCC[NH2+]CC[NH3+],C5H18N3+3,120.22,-1.7
[2H]C([2H])([2H])C(CCCBr)C([2H])([2H])[2H],[2H]C([2H])([2H])C(CCCBr)C([2H])([2H])[2H],C6H13Br,171.1106107,3
CCCC[P@@](C)S,CCCC[P@@](C)S,C5H13PS,136.2,1.7
CCSSCN,CCSSCN,C3H9NS2,123.246,0.4
C(C(Cl)Cl)(P)Cl,PC(Cl)C(Cl)Cl,C2H4Cl3P,165.387,2
[2H]C([2H])(CCC)Br,[2H]C([2H])(Br)CCC,C4H9Br,139.0322036,2.8
[CH2-]CCCCCCCC[CH2-],[CH2-]CCCCCCCC[CH2-],C10H20-2,140.27,5
C[S+]C(=N)[NH],C[S+]C([NH])=N,C2H5N2S+,89.143,0.2
C[C@H](CCO)F,C[C@@H](F)CCO,C4H9FO,92.113,0.7
CC(C)COI,CC(C)COI,C4H9IO,200.019,2.3
CC(C)[S+](C)C,CC(C)[S+](C)C,C5H13S+,105.226,1.7
CCCCSCNC,CCCCSCNC,C6H15NS,133.26,1.8
CC(C)[CH]Br,CC(C)[CH]Br,C4H8Br,136.012,2.3
CCO[CH]OCC,CCO[CH]OCC,C5H11O2,103.141,0.8
[CH2+]C[N-]CC[O],[CH2+]C[N-]CC[O],C4H8NO,86.114,-0.5
CCCCNCCCl,CCCCNCCCl,C6H14ClN,135.638,1.6
CCC(CCl)OC,CCC(CCl)OC,C5H11ClO,122.595,1.6
CC/C=C\CC,CC/C=C\CC,C6H12,84.162,2.5
C1COC1[S-],[S-]C1CCO1,C3H5OS-,89.139,0.7
C1COC1Br,BrC1CCO1,C3H5BrO,136.976,1.1
CCC(S)Br,CCC(S)Br,C3H7BrS,155.06,2.3
CC(C)[CH]C=C,C=C[CH]C(C)C,C6H11,83.154,2.7
[2H]CC(C)C(C)CC,[2H]CC(C)C(C)CC,C7H16,101.2111018,3.4
C[C@@H]([C@@H](Cl)Br)Br,C[C@H](Br)[C@@H](Cl)Br,C3H5Br2Cl,236.334,2.9
[2H]C(=O)OCCC,[2H]C(=O)OCCC,C4H8O2,89.11210178,0.8
[CH]CCCCBr,[CH]CCCCBr,C5H9Br,149.031,3.4
C1CN(C1)I,IN1CCC1,C3H6IN,182.992,0.8
C1CCNNC1,C1CCNNC1,C4H10N2,86.138,0
COCCCCOC,COCCCCOC,C6H14O2,118.176,0.6
CCC[CH]CCOO,CCC[CH]CCOO,C6H13O2,117.168,1.9
C=[O+]CCCO,C=[O+]CCCO,C4H9O2+,89.114,0.8
[13CH3]S(=O)O,[13CH3]S(=O)O,CH4O2S,81.10035484,-0.5
CC[NH2+]CCOCC,CC[NH2+]CCOCC,C6H16NO+,118.2,0.4
C1[C@@H](O1)CBr,BrC[C@H]1CO1,C3H5BrO,136.976,0.8
CC(C)N(Br)Br,CC(C)N(Br)Br,C3H7Br2N,216.904,2
CN(CI)S,CN(S)CI,C2H6INS,203.048,1.5
C(=CCl)OBr,ClC=COBr,C2H2BrClO,157.394,2.1
CS[C]SC,CS[C]SC,C3H6S2,106.215,1.6
C([35Cl])[35Cl],[35Cl]C[35Cl],CH2Cl2,83.96470536,1.5
CC(S)SCO,CC(S)SCO,C3H8OS2,124.23,1.1
[2H]C(CCCC)C([2H])([2H])C([2H])([2H])Br,[2H]C(CCCC)C([2H])([2H])C([2H])([2H])Br,C7H15Br,184.1315089,4.4
CC[CH][NH2+]CC,CC[CH][NH2+]CC,C5H13N+,87.166,1.1
[2H][13CH]([13C@@H](C([2H])([2H])O)O)O,[2H][13CH](O)[13C@H](O)C([2H])([2H])O,C3H8O3,97.09701501,-1.8
C=CSCN,C=CSCN,C3H7NS,89.163,0.5
[2H]C(C)C(C)Br,[2H]C(C)C(C)Br,C4H9Br,138.0261018,2.3
[2H]C([2H])(CCCC)Br,[2H]C([2H])(Br)CCCC,C5H11Br,153.0592036,3.4
CSNCC=O,CSNCC=O,C3H7NOS,105.162,-0.2
CCCNNCN,CCCNNCN,C4H13N3,103.169,-0.4
C1CC1CCN,NCCC1CC1,C5H11N,85.15,0.8
C[C@H](C[C@H](C)Br)Br,C[C@H](Br)C[C@@H](C)Br,C5H10Br2,229.943,3
CCCOP=O,CCCOP=O,C3H7O2P,106.061,0.5
CSC(N)NCl,CSC(N)NCl,C2H7ClN2S,126.612,0.1
CCCC[C@H](F)S,CCCC[C@H](F)S,C5H11FS,122.208,2.8
[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C=O,[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C=O,C5H10O,95.188916,1.1
CN(C)P(O)O,CN(C)P(O)O,C2H8NO2P,109.065,-0.8
CC(CCCP)N,CC(N)CCCP,C5H14NP,119.148,0.1
CSOO[O-],CSOO[O-],CH3O3S-,95.099,0
CCCCC[NH],CCCCC[NH],C5H12N,86.158,1.5
C(CF)C(O)Cl,OC(Cl)CCF,C3H6ClFO,112.531,1
[2H]C([2H])([2H])C(CC)(C([2H])([2H])[2H])O,[2H]C([2H])([2H])C(O)(CC)C([2H])([2H])[2H],C5H12O,94.18661067,0.9
CNSCC=C,C=CCSNC,C4H9NS,103.19,0.9
CCCNCNC,CCCNCNC,C5H14N2,102.181,0.4
C(CPO)C=O,O=CCCPO,C3H7O2P,106.061,-1.1
C1C(N1)CBr,BrCC1CN1,C3H6BrN,135.992,0.4
CP(C)CCl,CP(C)CCl,C3H8ClP,110.524,0.6
CC(C)(C)S,CC(C)(C)S,C4H10S,90.191,1.5
CC(CN)[S-],CC([S-])CN,C3H8NS-,90.171,0
C1C(O1)CP,PCC1CO1,C3H7OP,90.062,-0.4
CC(OC)ON,COC(C)ON,C3H9NO2,91.11,-0.3
CCC(CO)CS,CCC(CO)CS,C5H12OS,120.217,1
C(CCCS)CCN,NCCCCCCS,C6H15NS,133.26,1
CCNC(O)O,CCNC(O)O,C3H9NO2,91.11,-0.9
C(N)OOON,NCOOON,CH6N2O3,94.07,-1.4
[2H]CC([2H])(O)Cl,[2H]CC([2H])(O)Cl,C2H5ClO,82.52620356,0.7
COCCCSO,COCCCSO,C4H10O2S,122.189,0.2
CCC(S)I,CCC(S)I,C3H7IS,202.06,2.2
COCCOCOO,COCCOCOO,C4H10O4,122.12,-0.6
[CH2-]CCCC[CH2+],[CH2+]CCCC[CH2-],C6H12,84.162,3.9
[2H]C1C(OC(C(O1)([2H])[2H])([2H])[2H])([2H])[2H],[2H]C1OC([2H])([2H])C([2H])([2H])OC1([2H])[2H],C4H8O2,95.14871245,-0.3
CCCCCCOCl,CCCCCCOCl,C6H13ClO,136.622,3.2
C(CCl)OCCl,ClCCOCCl,C3H6Cl2O,128.986,1.4
C(P)(P)Br,PC(P)Br,CH5BrP2,158.903,0.6
CSCCC=S,CSCCC=S,C4H8S2,120.242,0.9
[2H]CC(CC)CF,[2H]CC(CC)CF,C5H11F,91.14710178,2.3
C(NN(F)F)NF,FNCNN(F)F,CH4F3N3,115.058,-0.1
CCCC=[PH2+],CCCC=[PH2+],C4H10P+,89.098,-0.2
[2H]C1CCCCC1,[2H]C1CCCCC1,C6H12,85.16810178,3.4
C(C(F)Cl)F,FCC(F)Cl,C2H3ClF2,100.495,1.7
C(C(N)(N)N)P,NC(N)(N)CP,C2H10N3P,107.097,-2.8
CCSCN=C,C=NCSCC,C4H9NS,103.19,2.5
COCCOP,COCCOP,C3H9O2P,108.077,-0.3
C(C(CS)O)F,OC(CF)CS,C3H7FOS,110.153,0.2
C[C@H](F)I,C[C@H](F)I,C2H4FI,173.956,1.8
C([C@@H](CCl)Cl)O,OC[C@H](Cl)CCl,C3H6Cl2O,128.986,0.8
C(NI)[I-]SO,OS[I-]CNI,CH4I2NOS-,331.924,0.9
CCC[C@@H](N)I,CCC[C@@H](N)I,C4H10IN,199.035,1.3
C=NCCP,C=NCCP,C3H8NP,89.078,1
CC([CH])CCNC,[CH]C(C)CCNC,C6H13N,99.177,1.5
C(CS)OCS,SCCOCS,C3H8OS2,124.23,0.8
CCNNN(C)C,CCNNN(C)C,C4H13N3,103.169,0.2
CS(C)(C)CCl,CS(C)(C)CCl,C4H11ClS,126.652,1.6
C(C(CS)CS)S,SCC(CS)CS,C4H10S3,154.325,1.3
C(=S)OS,S=COS,CH2OS2,94.16,1.2
CCNNCN,CCNNCN,C3H11N3,89.142,-0.9
C(OO)OO,OOCOO,CH4O4,80.039,-1
C(ON)SSOP,NOCSSOP,CH6NO2PS2,159.172,0
CSPN,CSPN,CH6NPS,95.107,-0.4
CCCN(C)CP,CCCN(C)CP,C5H14NP,119.148,0.9
CC(C[CH2])OO,[CH2]CC(C)OO,C4H9O2,89.114,0.9
CCO[CH][O+]=C,C=[O+][CH]OCC,C4H8O2+,88.106,1.4
C(C(F)I)I,FC(I)CI,C2H3FI2,299.852,2.5
C(=NNO)Br,ONN=CBr,CH3BrN2O,138.952,1
CCO[S+](C)C,CCO[S+](C)C,C4H11OS+,107.198,1.3
C[NH+]C=CCl,C[NH+]C=CCl,C3H6ClN+,91.541,1.1
C(CNCCBr)N,NCCNCCBr,C4H11BrN2,167.05,-0.4
C(P)(P)(Cl)Cl,PC(P)(Cl)Cl,CH4Cl2P2,148.897,0.9
CC(C)SCOC,COCSC(C)C,C5H12OS,120.217,1.6
C=NSN=C,C=NSN=C,C2H4N2S,88.135,3.5
C(=CI)P,PC=CI,C2H4IP,185.932,0.9
[3H]COCCCC,[3H]COCCCC,C5H12O,90.15804928,1.7
CCN(C)PC,CCN(C)PC,C4H12NP,105.121,0.5
[CH2]N1CCCC1,[CH2]N1CCCC1,C5H10N,84.142,0.9
CCC(C)NC[CH],[CH]CNC(C)CC,C6H13N,99.177,1.4
CCI(C)I,CCI(C)I,C3H8I2,297.905,3.6
CC(C)OPC,CPOC(C)C,C4H11OP,106.105,0.8
CCC[CH-]S,CCC[CH-]S,C4H9S-,89.183,2.3
C(CC=O)CBr,O=CCCCBr,C4H7BrO,151.003,0.8
CN(C)CNCN,CN(C)CNCN,C4H13N3,103.169,-0.9
CCC(C)COC,CCC(C)COC,C6H14O,102.177,1.8
[13CH2]([13CH]([13CH2]O)O)O,O[13CH2][13CH](O)[13CH2]O,C3H8O3,95.07106452,-1.8
CC[C@H](C)NOC,CC[C@H](C)NOC,C5H13NO,103.165,1.2
CCN(CC)CN,CCN(CC)CN,C5H14N2,102.181,0.2
C1OCSCO1,C1OCSCO1,C3H6O2S,106.146,0.6
CNSOO[O-],CNSOO[O-],CH4NO3S-,110.114,-0.2
CC(C)(C)PO,CC(C)(C)PO,C4H11OP,106.105,0.4
C(CO)N(Cl)Cl,OCCN(Cl)Cl,C2H5Cl2NO,129.974,0.2
CC(C[CH2])CCN,[CH2]CC(C)CCN,C6H14N,100.185,1.5
C(CCl)OCl,ClCCOCl,C2H4Cl2O,114.959,1.5
C(CCCCl)CCO,OCCCCCCCl,C6H13ClO,136.622,1.6
CC(CON)O,CC(O)CON,C3H9NO2,91.11,-0.9
C(C(=O)[O-])Cl,O=C([O-])CCl,C2H2ClO2-,93.489,1.1
CN=IF,CN=IF,CH3FIN,174.944,1.5
CCOCC[CH],[CH]CCOCC,C5H10O,86.134,1.3
CCCCCOCN,CCCCCOCN,C6H15NO,117.192,1
CCCC[C@@H](C)I,CCCC[C@@H](C)I,C6H13I,212.074,3.9
C1COSN1,C1COSN1,C2H5NOS,91.135,0.1
[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])NCCC,[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])NCCC,C6H15N,108.2357124,1.7
CC(CCCS)N,CC(N)CCCS,C5H13NS,119.233,0.7
[CH2]CCCCCS,[CH2]CCCCCS,C6H13S,117.237,3.3
CCNSNCC,CCNSNCC,C4H12N2S,120.221,0.7
C(C(CN)O)N,NCC(O)CN,C3H10N2O,90.126,-2.3
C[P+](=S)S,C[P+](=S)S,CH4PS2+,111.151,1.5
C[C@H](CO)Br,C[C@@H](Br)CO,C3H7BrO,138.992,0.7
[2H]C1(C(O1)([2H])C([2H])([2H])Cl)[2H],[2H]C([2H])(Cl)C1([2H])OC1([2H])[2H],C3H5ClO,97.55550889,0.5
CCC(P)P,CCC(P)P,C3H10P2,108.061,0.6
C1NNCNN1,C1NNCNN1,C2H8N4,88.114,-1.1
[CH]=C(F)Br,[CH]=C(F)Br,C2HBrF,123.932,1.9
COC1CS1,COC1CS1,C3H6OS,90.147,0.7
CCCC(CN)F,CCCC(F)CN,C5H12FN,105.156,0.9
CCSSCCO,CCSSCCO,C4H10OS2,138.257,0.6
C(CO)C(S)S,OCCC(S)S,C3H8OS2,124.23,0.6
[3H]C(C)(C)C(C)S,[3H]C(C)(C)C(C)S,C5H12S,106.2260493,2.3
C=CCC[CH]O,C=CCC[CH]O,C5H9O,85.126,1
C[NH+](C)C[NH+](C)C,C[NH+](C)C[NH+](C)C,C5H16N2+2,104.197,0.4
C(O)(F)Br,OC(F)Br,CH2BrFO,128.928,0.9
CC(C)PI,CC(C)PI,C3H8IP,201.975,1.6
CS/N=N/SC,CS/N=N/SC,C2H6N2S2,122.218,1.5
C1CC(C1)CO,OCC1CCC1,C5H10O,86.134,0.8
C(OI)(F)F,FC(F)OI,CHF2IO,193.918,1.9
CCCON(C)C,CCCON(C)C,C5H13NO,103.165,1.2
C(/C=C/N)S,N/C=C/CS,C3H7NS,89.163,0.1
CC(C)C([CH2])O,[CH2]C(O)C(C)C,C5H11O,87.142,1.3
CNCNCNCN,CNCNCNCN,C4H14N4,118.184,-1.7
CC(CS)CBr,CC(CS)CBr,C4H9BrS,169.087,2.1
CCCCCCNS,CCCCCCNS,C6H15NS,133.26,2.6
CCC(CCCl)Br,CCC(Br)CCCl,C5H10BrCl,185.492,2.9
C1CC1CS,SCC1CC1,C4H8S,88.175,1.3
C(S)SCS,SCSCS,C2H6S3,126.271,1.6
[2H]C1CCCC(C1([2H])[2H])[2H],[2H]C1CCCC([2H])C1([2H])[2H],C6H12,88.18640711,3.4
[2H]C([2H])([2H])C([2H])(C)C([2H])([2H])C([2H])([2H])O[2H],[2H]OC([2H])([2H])C([2H])([2H])C([2H])(C)C([2H])([2H])[2H],C5H12O,97.204916,1.2
CO[I-]I,CO[I-]I,CH3I2O-,284.842,1.8
[2H]C([2H])(C([2H])([2H])S[2H])O[2H],[2H]OC([2H])([2H])C([2H])([2H])S[2H],C2H6OS,84.17261067,-0.2
CSCCSC,CSCCSC,C4H10S2,122.258,1.5
C1=CN=NC=[NH+]1,c1c[nH+]cnn1,C3H4N3+,82.086,-0.6
CCCCCNCl,CCCCCNCl,C5H12ClN,121.611,1.9
[12CH2](Cl)Cl,Cl[12CH2]Cl,CH2Cl2,84.922,1.5
C(CCSCl)CO,OCCCCSCl,C4H9ClOS,140.635,1.3
[2H]C(C)I,[2H]C(C)I,C2H5I,156.9721018,2.1
C(F)(F)(S)Br,FC(F)(S)Br,CHBrF2S,162.986,2.1
CNSOO,CNSOO,CH5NO2S,95.123,-0.2
CP(C)CI,CP(C)CI,C3H8IP,201.975,0.7
[2H]C([2H])([2H])CCC[CH]C([2H])([2H])[2H],[2H]C([2H])([2H])[CH]CCCC([2H])([2H])[2H],C6H13,91.20661067,3.9
C(CN)C(N)P,NCCC(N)P,C3H11N2P,106.109,-1.5
