smiles,synth,logp,viscosity,enthalpy_vap,fitness
CCNCCN(C)C,0.884704,0.541655,0.541539,0.86965,0.669681
COCCOCCOO,0.784413,0.664451,0.500621,0.836213,0.669655
C1CCOC1,0.883049,0.48584,0.586186,0.928745,0.669636
CCCON,0.695429,0.539038,0.634607,0.904435,0.669505
COCc1ccnnc1,0.792683,0.636306,0.534121,0.787378,0.669413
CCOOCCOC,0.750831,0.52505,0.621515,0.884621,0.669362
COCCNCOC,0.775951,0.622596,0.520692,0.861596,0.669336
COCCNC(=O)CCOC,0.929972,0.661248,0.478565,0.769762,0.669313
COCCOOCCN,0.706979,0.697656,0.519845,0.829989,0.669307
CNCN1CC1,0.741564,0.631768,0.531705,0.858894,0.6693
Cc1cnccn1,0.859955,0.53533,0.557155,0.868786,0.669264
COCN(C)C,0.709231,0.542874,0.618707,0.901404,0.669156
N#CCCC=O,0.63885,0.689905,0.55666,0.857002,0.669112
NCCN1CCC1,0.900449,0.655322,0.472283,0.816849,0.669108
CNCCN,0.743869,0.752959,0.469562,0.850213,0.669094
Cn1nnnc1CN,0.708041,0.736784,0.512065,0.796087,0.669051
COCCOC(C)C,0.899461,0.470798,0.618667,0.88725,0.668976
CCNCCC=O,0.74472,0.613755,0.543768,0.856029,0.668974
CNC(C)COC,0.731326,0.561477,0.58412,0.893707,0.668974
COCCC(N)N,0.735446,0.744318,0.478755,0.842061,0.668947
C=CC(=O)NCCOC,0.846908,0.581321,0.535614,0.825304,0.668933
O=CCO,0.662222,0.707581,0.526111,0.865076,0.668892
COCCCOCCOC,0.911208,0.555312,0.539207,0.814489,0.668832
CC1COC1,0.844643,0.470092,0.627929,0.928599,0.668829
COCCOCCNC(C)=O,0.904584,0.666265,0.486954,0.757128,0.668813
NC(=O)O,0.870521,0.747152,0.441567,0.813655,0.668802
CCCC(=O)N(C)C,0.921499,0.506601,0.572625,0.850705,0.668788
COCCOC=O,0.755131,0.578308,0.562332,0.870076,0.668775
COCOCCN1CC1,0.870153,0.61886,0.49691,0.830834,0.668768
CC(=N)N,0.711767,0.721317,0.491832,0.864353,0.668733
CN1CCOC1=O,0.744853,0.676155,0.518967,0.810893,0.668716
CCOCCNCCOC,0.892092,0.581243,0.519346,0.822521,0.668596
COCc1ncnn1C,0.78099,0.608498,0.541489,0.824949,0.668586
CCCNC(=O)COC,0.955216,0.541533,0.535094,0.819065,0.668536
NCC(=O)NN1CC1,0.758329,1,0.423847,0.7661,0.668523
CCC(=O)N(C)CC,0.863651,0.505802,0.588538,0.869515,0.668435
CNCCCOOC,0.731523,0.566124,0.587026,0.871506,0.66841
CCNCC(=O)N(C)C,0.855815,0.664322,0.483948,0.803265,0.668334
CCOCCCNC,0.88702,0.511813,0.574695,0.859177,0.668319
COCCC(=O)COC,0.833098,0.61439,0.511668,0.831245,0.668295
COCCN(N)N,0.641887,0.749205,0.519862,0.854824,0.668217
C=CCN,0.631299,0.581152,0.627798,0.917983,0.668118
CCCOC,0.896007,0.419325,0.693242,0.957972,0.66809
C1CON1,0.581682,0.649788,0.608561,0.920363,0.668018
COCCN(C)CN,0.713867,0.662388,0.526203,0.849358,0.667972
NCCC=O,0.651282,0.760868,0.509774,0.848692,0.667818
CCNC(=O)CCOOC,0.785441,0.604778,0.541182,0.822797,0.667797
CCOCCOCCOC,0.90352,0.549474,0.54045,0.824473,0.66779
O=NO,0.659579,0.621799,0.580056,0.875833,0.667769
CC1=NCC1,0.751079,0.54016,0.590199,0.898369,0.667758
CCNC(=O)CN1CC1,0.979379,0.694923,0.447761,0.771033,0.667739
COCC(OC)OC,0.757542,0.579882,0.555322,0.873131,0.667712
CC(C)=N,0.744944,0.53649,0.599973,0.894372,0.667647
COCCC(=O)N1CCC1,0.937683,0.666742,0.460712,0.797099,0.667624
CC(=O)CF,0.759866,0.557485,0.568435,0.890932,0.667621
N#CN,0.517533,0.696685,0.650248,0.920865,0.667621
NN,0.428373,0.996983,0.639184,0.917692,0.667599
CCNCCOCCOC,0.879687,0.587427,0.516444,0.821843,0.667534
CC1CN1C,0.769946,0.488818,0.63653,0.928757,0.667527
CNCOC,0.646442,0.610456,0.584564,0.911778,0.667503
CCC(=O)NCOC,0.79886,0.580552,0.546898,0.840136,0.667439
CCNC(=O)NCCOC,0.925237,0.617822,0.490557,0.796688,0.667436
COC(=O)CON,0.750249,0.719315,0.481643,0.837113,0.667344
CCN(C)CC(C)=O,0.792385,0.52894,0.587068,0.878713,0.667335
COC(CN)OC,0.657749,0.678539,0.545033,0.858066,0.667306
COCCCN(C)C,0.933246,0.502827,0.567007,0.854411,0.667297
COCCCC(=O)N(C)C,0.915024,0.608443,0.499058,0.797296,0.667288
CCOCCO,0.901158,0.602274,0.491958,0.838995,0.667261
CCC(C)(N)N,0.708214,0.621319,0.545426,0.87704,0.66721
CC(=O)OCN,0.732983,0.664551,0.514998,0.84411,0.667167
CC(=O)C(C)C,0.92651,0.446094,0.636806,0.905372,0.667128
CCNCC(C)=O,0.819521,0.598519,0.527451,0.827142,0.667122
COCC(C)(N)N,0.607004,0.752199,0.531197,0.879758,0.667101
COCCN1CCC1,0.963716,0.540223,0.518212,0.84893,0.667067
CCC(N)C(=O)OC,0.769911,0.669885,0.503171,0.821369,0.667053
CC(C)NN,0.785264,0.588204,0.524065,0.896444,0.666975
CCOCCOOC,0.756586,0.522539,0.613032,0.883834,0.666874
CON(C)C,0.78111,0.525639,0.582825,0.909285,0.666864
CNCOCCOC,0.743807,0.627414,0.526319,0.861967,0.666844
COCCNC(=O)C=O,0.810719,0.702617,0.491509,0.764919,0.666822
NN1CCO1,0.543871,0.703757,0.608594,0.912399,0.666805
COCCN(C)N,0.715663,0.650856,0.521513,0.871231,0.666773
CCCNCCOC,0.930274,0.491572,0.5735,0.87245,0.666765
CCNC(C)=O,0.904745,0.602233,0.525016,0.752348,0.666706
Nc1nccnn1,0.687734,0.701623,0.522724,0.828178,0.666684
COOCCN(C)C,0.733107,0.55602,0.589359,0.876554,0.666651
COCCN(C)CC=O,0.754599,0.610868,0.54414,0.832573,0.666547
Cc1ccnnc1,0.772318,0.579365,0.563807,0.82852,0.666505
CNCc1ncnn1C,0.755685,0.650011,0.533156,0.791063,0.666502
NCCl,0.666189,0.574784,0.591676,0.933974,0.666482
CC(C)OCCN,0.81581,0.577975,0.529966,0.862891,0.666471
COCC(=O)NOC,0.793124,0.649381,0.498999,0.835267,0.666444
CN(C)F,0.700797,0.513952,0.64039,0.936365,0.666427
COC(C)(C)C,0.875579,0.437943,0.658974,0.943799,0.666382
COCCNC(C)=S,0.792595,0.578704,0.545331,0.847758,0.666333
CCN(N)N,0.618151,0.684495,0.561156,0.875271,0.666312
COC(=O)O,0.882741,0.554011,0.528575,0.852167,0.66631
CNC(C)(C)N,0.681224,0.620781,0.552393,0.897422,0.666286
CCOCCC(N)=O,0.890611,0.666274,0.467804,0.805096,0.666284
COCCN(C)CCOC,0.887623,0.579155,0.516101,0.824013,0.666174
COCOCCC(C)=O,0.80807,0.616339,0.5177,0.824488,0.666167
COCCF,0.731637,0.51717,0.613396,0.931209,0.666163
CCOC(=O)CCN,0.902227,0.632362,0.481462,0.807767,0.666142
COCCNCCC(C)=O,0.865155,0.667439,0.48608,0.773134,0.666129
CCOCNC(C)=O,0.7872,0.590422,0.548615,0.820908,0.666115
CCc1cccnn1,0.821527,0.529081,0.585127,0.84092,0.666054
O=C1CCCC1,0.863797,0.540182,0.537071,0.880942,0.666
CCCC(N)=O,0.880226,0.581691,0.508324,0.84483,0.665988
CNCCCN,0.841098,0.686145,0.464572,0.827907,0.66592
CNCCOCCCOC,0.861721,0.588856,0.51968,0.816937,0.665887
COCCNCCC=O,0.785491,0.682625,0.495403,0.799695,0.665883
COC(=O)CCN(C)C,0.916487,0.560151,0.519751,0.828566,0.665861
COOCCCNC(C)=O,0.801905,0.606922,0.533567,0.807464,0.665855
COCCCNC(=O)COC,0.935178,0.635864,0.48322,0.771451,0.665814
COCCCNCCOC,0.912411,0.590658,0.507055,0.802118,0.665791
COC(=O)NN,0.751697,0.740536,0.4734,0.822691,0.665713
COCC(=O)CN(C)C,0.780049,0.607559,0.529897,0.837808,0.665707
COCCNC=O,0.75552,0.659623,0.516402,0.810862,0.665631
CCOCC(C)N,0.704994,0.570268,0.586424,0.883156,0.665605
COCC(=O)O,0.895537,0.68888,0.452137,0.812695,0.665505
CCN(C)CN,0.644569,0.603714,0.586981,0.909912,0.665504
CCNN1CC1,0.689491,0.575737,0.590086,0.88602,0.665495
C1NCO1,0.581846,0.637065,0.611861,0.919156,0.665482
COCCCC(=O)OC,0.95669,0.526028,0.538958,0.826746,0.665413
CCOC(=O)c1ncccn1,0.870655,0.598015,0.535917,0.75465,0.665354
COCCNCCN1CC1,0.919383,0.678585,0.464438,0.770704,0.665336
COOCCOCCN,0.711552,0.688987,0.513683,0.827125,0.665278
CCN(C)C(=O)NC,0.795998,0.593556,0.534027,0.834025,0.665268
CNCCNCCOC,0.854778,0.675757,0.476318,0.791017,0.665187
COCCCOCCN,0.863377,0.645623,0.480045,0.817569,0.66518
N#CCCCC=O,0.698551,0.652633,0.54047,0.83371,0.665171
COC(=O)OC,0.83101,0.494196,0.596501,0.900194,0.665097
CCOCC(N)N,0.665694,0.742388,0.497742,0.86505,0.665085
CNCCCCOC,0.912659,0.512778,0.557516,0.851249,0.665084
COC(C)(C)CN,0.713004,0.580697,0.567976,0.885058,0.664994
CN(C)N=O,0.689357,0.606256,0.56149,0.881337,0.664925
COC(C)C(N)=O,0.70462,0.6661,0.521874,0.848128,0.664924
CCN1CCC1,0.975814,0.438262,0.621641,0.908335,0.664884
CONC(=O)N(C)C,0.723019,0.653619,0.520964,0.844813,0.664866
N=C(N)N1CCCC1,0.848646,0.806719,0.426362,0.797601,0.66477
CCOCCC(=O)C=O,0.736826,0.619466,0.54737,0.820459,0.66476
C1CNN1,0.61921,0.708076,0.541825,0.873738,0.664743
NNC1CCC1,0.7679,0.607294,0.525028,0.859248,0.664742
COCc1ncccn1,0.856221,0.574332,0.534779,0.807075,0.664667
CCNC(=O)CCCOC,0.946859,0.568956,0.510344,0.803057,0.664625
CCOOCCNC,0.685215,0.563512,0.610061,0.873013,0.664604
COC(C)(C)O,0.758817,0.548988,0.565124,0.900802,0.66456
CCOC(=O)CNCCOC,0.903385,0.630252,0.491478,0.774213,0.66446
CNCCOCCN(C)C,0.838297,0.618643,0.502519,0.819137,0.66444
CC(=O)CCl,0.805944,0.514654,0.581765,0.894952,0.664439
CONCCN1CC1,0.771687,0.655379,0.502472,0.827509,0.664418
COCC(=O)NN,0.832846,0.781737,0.433879,0.809266,0.66441
CCN(C)O,0.726878,0.545887,0.583967,0.908577,0.664377
C=CCNCCOC,0.808287,0.536824,0.566671,0.864918,0.664356
COCNCCN1CC1,0.802142,0.666899,0.491359,0.806713,0.664351
COCCNC(C)COC,0.764029,0.584811,0.556966,0.828607,0.664332
COCCOCN1CC1,0.846628,0.626838,0.492649,0.822995,0.664299
CCNC1COC1,0.765858,0.590752,0.529019,0.882818,0.664285
CCOCCNCC=O,0.754923,0.614155,0.541045,0.81935,0.66427
COCCn1cnnn1,0.77411,0.628542,0.529553,0.799492,0.664235
COCCC(C)N,0.713536,0.576659,0.577349,0.866295,0.664232
CCOC(=O)CCOC,0.94596,0.50268,0.557733,0.845438,0.664203
CNC(=O)N(C)CCOC,0.831461,0.65255,0.494286,0.790902,0.664159
Cn1ncnc1CN,0.718669,0.707222,0.505252,0.80757,0.664128
COCC1CC1,0.909902,0.452586,0.613463,0.922128,0.664112
CCNCCON,0.73101,0.675877,0.498228,0.85516,0.664009
COCCCOOC,0.773618,0.522866,0.594152,0.880284,0.663985
Cc1ccncn1,0.860123,0.532267,0.546873,0.866208,0.663965
CONC(C)=O,0.731808,0.631801,0.532902,0.834119,0.66394
COCCCNCC(C)=O,0.856005,0.623073,0.503018,0.791205,0.663894
CC(=O)CO,0.833639,0.707017,0.461655,0.803048,0.663864
NN=C(N)N1CCC1,0.696663,0.848842,0.459873,0.807901,0.663815
CN1CCCC1,0.955359,0.453089,0.595408,0.915313,0.663808
CNC(=O)OCCOC,0.873179,0.603618,0.507151,0.798568,0.663795
COCCNC(=O)N(C)C,0.877507,0.643822,0.484039,0.789149,0.663795
CCC(=O)NCCCOC,0.941154,0.562783,0.513872,0.805775,0.663739
COCCN(C)CCN,0.832669,0.683299,0.467182,0.818498,0.663715
CC(C)OCN,0.688817,0.568961,0.587214,0.896525,0.6636
CNC(COC)COC,0.772249,0.633254,0.5138,0.827415,0.663468
CCNO,0.722311,0.612718,0.531782,0.883358,0.663457
CCNC(=O)OC,0.914791,0.523058,0.550681,0.82764,0.663442
CON1CCC1,0.752073,0.54498,0.569587,0.901689,0.66343
CC(C)=S,0.826832,0.457137,0.641372,0.931278,0.66336
CCN(C)CCN,0.807075,0.61048,0.496881,0.876509,0.66329
COC(=O)F,0.759211,0.512289,0.601785,0.908938,0.66323
CN(C)CC=O,0.68392,0.593618,0.575239,0.872457,0.663203
CC1=NCCN1C,0.618794,0.62799,0.597208,0.870471,0.663164
COCOCN,0.631218,0.681197,0.546212,0.870562,0.663161
CNC(=O)CCCCOC,0.933036,0.599805,0.495781,0.78372,0.663134
CNCCOOCCOC,0.718848,0.634828,0.540335,0.822517,0.663039
CCOC(=O)CNN,0.785202,0.715094,0.475844,0.794051,0.663034
CNCCOC(C)C,0.830698,0.510371,0.587545,0.85628,0.66302
COCCNC(N)=O,0.901476,0.723988,0.444171,0.774523,0.663016
COCCOCCC(N)=O,0.880965,0.728583,0.449258,0.769103,0.662937
COCCONN,0.64071,0.718587,0.528602,0.84013,0.662859
CCC(=O)CC,0.80861,0.474639,0.634947,0.895992,0.662847
NCCCCN,0.886398,0.704361,0.44567,0.804574,0.662845
COCCCOOO,0.719408,0.588863,0.555285,0.872749,0.662811
COCC(=O)CN,0.759391,0.752692,0.461303,0.81813,0.662748
COCCNCCOOC,0.762153,0.628687,0.520283,0.82585,0.662735
NC(N)=NC1CC1,0.695648,0.7778,0.474639,0.829339,0.662709
COCCn1nnnc1N,0.754313,0.707264,0.496933,0.778791,0.662691
CCOCCNC=O,0.754829,0.606979,0.546331,0.810761,0.662679
CCCOCCN,0.858849,0.553823,0.527473,0.853992,0.662605
CNCCCC=O,0.75001,0.620103,0.5261,0.840144,0.66258
COOCCC(=O)OC,0.773015,0.573534,0.54804,0.850808,0.662553
COCCNC(=O)C(C)C,0.934737,0.534496,0.535996,0.812346,0.662534
COCCCOCOC,0.8552,0.532944,0.550966,0.849711,0.66252
CN(C)CC(N)=O,0.825161,0.706546,0.451855,0.835169,0.662506
COc1ccnnn1,0.717989,0.615459,0.555124,0.820453,0.66249
CCOCCC(=O)OC,0.919104,0.522746,0.541285,0.840573,0.662459
CNC(=O)N(C)C,0.796571,0.658844,0.48568,0.828948,0.662415
Cn1nnnc1CN1CC1,0.813377,0.695919,0.478702,0.779174,0.662385
O=CNN1CC1,0.610062,0.740161,0.549132,0.814386,0.662338
COCOOC,0.622243,0.558637,0.643492,0.918997,0.662326
CC(C)CN,0.891387,0.467144,0.590032,0.92358,0.662242
NCCCCC=O,0.802001,0.639903,0.504338,0.800998,0.662157
NCCF,0.694321,0.629741,0.527786,0.89434,0.662136
COC(C)OC,0.743791,0.499682,0.626089,0.91066,0.662136
COCCOCC(N)N,0.718849,0.792826,0.465015,0.80764,0.662135
Cc1cncnc1,0.8167,0.555281,0.546233,0.843835,0.662129
CNCCN(C)CCOC,0.841914,0.616544,0.500272,0.811348,0.662126
COCCC(=O)NN,0.854293,0.764826,0.436604,0.785409,0.662069
CCNCC(=O)OCC,0.901442,0.55077,0.529115,0.815118,0.662061
CCOCCOCCN,0.854767,0.642961,0.478495,0.814651,0.661965
CCNCN,0.658809,0.675172,0.529474,0.865766,0.661955
CCNC(=O)CCN(C)C,0.910307,0.589006,0.497354,0.809167,0.661947
NCF,0.631707,0.606531,0.583699,0.910078,0.66184
Nc1ncccn1,0.870872,0.600018,0.493883,0.830469,0.661835
CNCC1CC1,0.874077,0.500481,0.569599,0.872559,0.661833
C=CC(=O)COC,0.699619,0.536662,0.610708,0.897924,0.66183
COCC=CCN,0.651189,0.629335,0.570727,0.856823,0.661826
CCNCCC(=O)N(C)C,0.870888,0.6441,0.477463,0.800649,0.661792
Cn1nccc1N,0.687355,0.648857,0.5394,0.837327,0.66179
CN=C(C)O,0.658271,0.643946,0.549674,0.867331,0.661783
COCCOCCOON,0.683771,0.683155,0.522033,0.831308,0.661728
COCCc1nnco1,0.682816,0.640246,0.553594,0.825092,0.661727
CNCC(=O)OCCOC,0.858777,0.675816,0.471218,0.78214,0.661721
CCOC(=O)CON,0.793762,0.656209,0.490633,0.8177,0.66172
CCOCCCOC,0.929115,0.46638,0.594645,0.874901,0.66169
COCCN(C)CC(=O)OC,0.87812,0.617767,0.491532,0.797952,0.661683
C1CN1CCN1CC1,0.982533,0.569755,0.490573,0.810411,0.661672
CCn1cnnn1,0.71716,0.569152,0.588969,0.836074,0.661667
CCCC(C)=O,0.872554,0.45677,0.629829,0.891025,0.661662
COOCCCCN,0.756295,0.584509,0.543527,0.852734,0.661637
CC1=NN1,0.662014,0.586043,0.591486,0.878479,0.661607
NCCCl,0.711884,0.593831,0.54474,0.891452,0.661572
CCNCCC(=O)OC,0.907411,0.571585,0.514787,0.7986,0.661562
C1CN(N2CC2)C1,0.745267,0.645673,0.501689,0.860107,0.661541
CNCCCC(=O)N(C)C,0.873152,0.656692,0.475361,0.78405,0.661468
OC1=NN1,0.598417,0.75563,0.536375,0.841386,0.661446
COCCOCCOOO,0.733057,0.655624,0.511875,0.830076,0.661406
COCC(=O)NCCC=O,0.816102,0.728804,0.471847,0.751348,0.661406
CCn1nnnc1COC,0.7908,0.596567,0.541575,0.793358,0.661405
COCCOCCCC=O,0.820917,0.600636,0.521147,0.802672,0.661405
COOC(C)=O,0.677293,0.530947,0.63308,0.902212,0.661391
CCCNC(=O)CCOC,0.948677,0.528031,0.536508,0.808627,0.661321
CCn1cncn1,0.774138,0.552672,0.57318,0.830822,0.661219
Nc1cccnn1,0.765038,0.688678,0.491075,0.797223,0.66117
CC(=O)S,0.74074,0.528376,0.584305,0.912472,0.661162
CC(=O)CCON,0.691014,0.714558,0.499721,0.831782,0.66116
CCOCN1CC1,0.832819,0.530889,0.549472,0.872694,0.661137
CCOCNC,0.691641,0.550817,0.591475,0.910505,0.661124
c1cnncn1,0.644588,0.67538,0.552478,0.827503,0.661101
CCNCCN,0.834793,0.681115,0.455453,0.840786,0.661041
CCN=C(N)N,0.717328,0.707791,0.494581,0.817994,0.661012
COCOC(=O)CN,0.76551,0.752129,0.45606,0.817613,0.660978
CCn1cnnc1C,0.693754,0.608762,0.57823,0.807671,0.660976
CCOCCOOO,0.702376,0.590899,0.558355,0.873622,0.66097
COCCCNCC(=O)OC,0.892981,0.642032,0.482678,0.767367,0.660902
COCCn1cncn1,0.825316,0.606896,0.520134,0.787024,0.660876
COc1nnnn1C,0.702555,0.593321,0.568063,0.845004,0.660873
COCCNC(=O)C1CC1,0.965791,0.64805,0.460172,0.768167,0.660784
C1CCNC1,0.846118,0.52673,0.536335,0.901847,0.660751
COCCC(=O)CCOC,0.844777,0.611066,0.500286,0.809588,0.66069
COCCC(=O)ON,0.771898,0.686582,0.480929,0.817495,0.66066
CC(=O)CCCN,0.866408,0.682871,0.454788,0.808172,0.660635
COC(=O)Cn1nnnc1C,0.793064,0.677664,0.505811,0.745073,0.660528
CCC(=O)NOC,0.762738,0.574905,0.548739,0.845299,0.660518
COCCOCCOCCOC,0.902552,0.617112,0.498308,0.757173,0.660511
COc1cncnc1,0.849814,0.557272,0.536218,0.819751,0.660504
COCn1nnnc1C,0.701349,0.64549,0.538371,0.817078,0.660462
COCCNC(=O)NN,0.84127,0.811025,0.431179,0.760083,0.660441
CCOC(N)=O,0.850813,0.601096,0.48173,0.875515,0.660392
COCCNF,0.61856,0.613087,0.58523,0.908194,0.660331
COC(=O)CCCN,0.918619,0.653822,0.455897,0.80246,0.660316
NC(N)N1CC1,0.629401,0.824482,0.477987,0.859172,0.660316
COCCOOCC(C)=O,0.720307,0.633036,0.529374,0.832608,0.660278
NC(N)(N)O,0.654782,1,0.427228,0.839753,0.660205
CCNC(=O)COCC,0.915119,0.563093,0.509461,0.814665,0.660173
CCCNCC(=O)OC,0.906952,0.538011,0.534743,0.814289,0.66013
CCOCOCCN,0.774452,0.63874,0.497719,0.837709,0.660097
CCN(CN)CCOC,0.766016,0.608445,0.518952,0.844172,0.660007
CCCC(=O)NC,0.929585,0.548955,0.515201,0.818203,0.660004
CCNCCCN,0.866155,0.626582,0.478923,0.818239,0.659996
CONC(=O)NN1CCC1,0.710794,0.747534,0.494682,0.772439,0.659989
COC(C)(O)O,0.709111,0.670373,0.49894,0.866014,0.659969
CCNC(=O)N(C)CCOC,0.869812,0.578032,0.517334,0.801063,0.659956
COCCOCN(C)C,0.778467,0.567076,0.546692,0.844511,0.659924
CCNCCOC(C)=O,0.880456,0.553363,0.530429,0.810746,0.659891
COCCOC(=O)OC,0.876837,0.521959,0.550284,0.841683,0.659885
CCOC(=O)NNN,0.710598,0.682498,0.507807,0.819692,0.659882
COCCOC(N)N,0.666799,0.77741,0.483337,0.828672,0.659878
COCCOC(=O)C=O,0.798379,0.645926,0.491521,0.81519,0.659858
COCOCC(N)=O,0.786923,0.721944,0.46188,0.805516,0.659802
Cc1ccnn1C,0.754909,0.531436,0.588977,0.863089,0.659756
COCCOCCC(=O)OC,0.90243,0.600776,0.496375,0.783818,0.659734
COC1=NCC1,0.637198,0.604728,0.57714,0.902796,0.6597
COCF,0.701648,0.500338,0.629843,0.950707,0.659695
COCCONC(C)=O,0.770571,0.648178,0.505886,0.802069,0.659627
COCNCC(=O)OC,0.762804,0.670065,0.494002,0.808366,0.659556
CNCC(=O)NCCOC,0.892827,0.740259,0.442635,0.74925,0.659546
CCc1nncn1C,0.758631,0.591397,0.55359,0.80007,0.659483
COC(=O)Cn1cnnn1,0.787215,0.660859,0.505602,0.766588,0.659435
CNC(=O)F,0.706361,0.589361,0.557133,0.863196,0.65943
COCCCO,0.927664,0.607877,0.470163,0.822198,0.659389
CC(N)(O)F,0.673529,0.649477,0.516458,0.904533,0.659389
CCOC=O,0.657057,0.517833,0.648555,0.933053,0.659337
COCCOCCCON,0.792311,0.645206,0.495922,0.807606,0.659337
C1COCOC1,0.727137,0.583013,0.538206,0.894129,0.659313
COCCC(C)(N)N,0.665031,0.6987,0.508951,0.856753,0.659311
C=CCOCCN,0.74071,0.608077,0.528262,0.847882,0.659305
COCOCCCN,0.809164,0.644596,0.484846,0.821458,0.659298
COCCC(=O)O,0.93741,0.655481,0.453016,0.788785,0.659243
CNCCOCCOOC,0.726163,0.630448,0.527757,0.826775,0.659239
COC(C)(N)OC,0.578446,0.621762,0.61447,0.906467,0.659228
CCOCCOCN,0.744266,0.637065,0.510069,0.837562,0.659221
CNC(=O)c1ncccn1,0.833333,0.72233,0.480007,0.714195,0.659208
CCOC1CNC1,0.760247,0.589473,0.523496,0.872662,0.659202
CCOC(=O)CC=O,0.785082,0.551563,0.561098,0.833938,0.659181
COCCN=C(C)N,0.72912,0.677004,0.493038,0.839318,0.659164
CCCNCN,0.741994,0.592669,0.53511,0.858709,0.659161
CNCC1CO1,0.652783,0.647854,0.537187,0.883805,0.659143
CC(C)C(N)=O,0.897364,0.57414,0.497625,0.831168,0.659111
COCOCCO,0.811711,0.658548,0.472253,0.83256,0.659078
C=C(N)O,0.768228,0.615056,0.501665,0.870589,0.659025
Cc1ncnnc1C,0.704698,0.594023,0.571757,0.820811,0.659002
NCC(N)=S,0.692453,0.778299,0.465632,0.838095,0.659001
CCC(=O)NN1CCC1,0.808619,0.637957,0.494579,0.803263,0.658867
CNCCCC(=O)OC,0.911329,0.576901,0.505527,0.792183,0.658852
CNCCn1nnnc1C,0.746206,0.694897,0.507815,0.755779,0.658812
COCCOOCN,0.63022,0.688558,0.539385,0.848483,0.658805
COC(=O)C1CC1,0.954853,0.481531,0.55321,0.876855,0.658755
CNN(C)C,0.716123,0.563788,0.562691,0.888999,0.658744
CCN(C)C(=O)NCCOC,0.86351,0.586826,0.512155,0.794717,0.658654
COCCC(=O)F,0.722985,0.561272,0.568634,0.869711,0.658628
CCOCCCC=O,0.814199,0.513391,0.578364,0.855936,0.658614
CCON1CC1,0.697837,0.519071,0.611476,0.927189,0.658606
C=CC(=O)CCOC,0.75422,0.525509,0.589875,0.869956,0.658594
NN1CCCCC1,0.771038,0.559443,0.544729,0.866977,0.658582
CC(N)C=O,0.613384,0.695178,0.542795,0.860148,0.658578
CN=O,0.554871,0.643866,0.615933,0.913383,0.658575
NC(F)F,0.70174,0.536766,0.589275,0.918087,0.658516
CNC(N)N,0.685846,0.837294,0.449052,0.836795,0.658509
OC1COC1,0.819869,0.693749,0.444561,0.859142,0.658489
COCCCCON,0.812052,0.574851,0.524079,0.836425,0.658468
COCCC(C)(C)N,0.775413,0.553803,0.539163,0.889122,0.658462
COCCOCO,0.783664,0.665375,0.476479,0.835341,0.658456
CNC(C)=O,0.908134,0.687453,0.440138,0.801857,0.658445
COCCCC(=O)NCCOC,0.941607,0.631486,0.472037,0.762856,0.658444
COC(=O)C(N)OC,0.589828,0.75836,0.530847,0.849378,0.658419
COCCOC(=O)O,0.863984,0.593531,0.502021,0.805801,0.658413
COCCNOCCOC,0.758178,0.632955,0.512585,0.815988,0.65841
CCOCCOON,0.639649,0.62593,0.565548,0.872411,0.65839
O=CN1CCCC1,0.76972,0.608461,0.510704,0.851245,0.658382
CC(=O)OCc1nnnn1C,0.769041,0.648259,0.517434,0.769163,0.658367
COCCNC(=O)NCCOC,0.9192,0.679621,0.461769,0.740333,0.658367
COCCCCC=O,0.85128,0.522141,0.553346,0.84847,0.658363
C=C(N)OC,0.666431,0.554808,0.594119,0.917462,0.658319
CC(C)NCCC=O,0.759858,0.553162,0.564852,0.845843,0.658279
CC(=O)OO,0.76534,0.607999,0.496338,0.90051,0.658264
COCCNC(C)C(C)=O,0.733275,0.613245,0.539371,0.814165,0.658254
CCC(=O)CN(C)C,0.802645,0.523858,0.563044,0.872727,0.658253
CCONCCOC,0.752452,0.561415,0.553583,0.86178,0.658219
COCOCCN(C)C,0.828366,0.567358,0.522754,0.836944,0.658163
CC(=O)OCCCN,0.888658,0.625869,0.477636,0.792989,0.658137
COCCNCCC(=O)OC,0.904653,0.640134,0.478534,0.757252,0.658128
CCNCCNC,0.835887,0.605787,0.496618,0.821098,0.658048
CNCCOCCNC,0.808517,0.67926,0.475699,0.788699,0.657992
CCCNC,0.837623,0.462353,0.611913,0.91881,0.657972
COCCCC(=O)C=O,0.776889,0.626547,0.518611,0.788726,0.657967
CCCOC(=O)CN,0.8582,0.619109,0.481844,0.816982,0.657913
COCCCOCCON,0.789561,0.641513,0.495922,0.807606,0.657893
CNCCCN(C)C,0.883674,0.548028,0.518248,0.837396,0.657881
CCNCCC(C)=O,0.853745,0.597861,0.500739,0.806962,0.657873
CC(C)NCCON,0.746553,0.612258,0.518367,0.84862,0.657861
COCCCCC(N)=O,0.935667,0.627657,0.469164,0.777063,0.657859
COCCCNCN,0.776585,0.682085,0.480945,0.801571,0.657832
C=C(N)COC,0.656195,0.585497,0.572424,0.907628,0.657828
COCCOC1CC1,0.879066,0.515551,0.540545,0.866842,0.657804
NC1CCO1,0.603421,0.659645,0.556873,0.899294,0.657797
CCC(=O)C=O,0.668376,0.591518,0.582259,0.849734,0.657785
COC(=O)CO,0.836222,0.699977,0.454694,0.794766,0.65768
CC1=NCCCN1C,0.650165,0.614178,0.576603,0.845954,0.657607
